¡timestamp,videoTime,labels,self-caught,probe-caught,groupID,participantID,participant,onset,ongoing,duration,videoEndTime,Other,TimeDifference,phase_type,caught_type,performance_type,startTime,endTime,windowLength,transcript,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
2025-04-01T22:40:18.683Z,48,Curious,TRUE,FALSE,2,2_1,participant-1,FALSE,TRUE,2,604,FALSE,4,first_half,self-caught,low,38,58,20,"Hello and thank you for your participation in this study. Today you will be completing the weights task with help of Joe, your assistant agent. Joe will intervene as needed. For this task you will determine the weights of the blocks in front of you.",30.07629395,0.330799699,15.13275051,34.64400864,37.19991684,22.06716537,440.5784302,643.0527954,210.4888306,187.1932831,0.13022162,0.597515404,0.06268432,0.109136164,0.189050645,0.126366317,1.377382278,0.809150398,0.919952631,0.465911299,0.070736751,0.354396999,30.64068222,0.271961659,18.81966209,0.624838412,17.35292625,0.788800001,7.0537076,2.20228982,0.020143243,0.971548259,1.246145844,0.519482434,3.592132807,1.255859494,14.89540291,2.155314207,31.25453949,0.53296876,595.5769043,0.373242855,1333.379883,0.169499278,-167.0562134,-0.409954309,1681.634155,0.146879598,1102.659058,0.276756346,-168.9880066,-0.37329331,2790.779541,0.093263961,962.0220337,0.385193467,-170.2002106,-0.355685204,-22.03580856,-0.348407716,31.80739975,0.291024804,-0.015741309,-1.946735859,-0.016131025,-0.959571064,0.076542169,0.361073732,36.74669647,0.19111757,12.90569782,1.067861199,15.42813587,1.004972458,-2.023308754,-9.584757805,-25.23550415,35.33977509,-0.039262742,-0.005907962,0.069451012,2.501250744,2.3570714,0.068085104,0.071179673,0.335744649,0.313631773,-40.07350159
2025-04-01T22:41:32.974Z,106,Curious,TRUE,FALSE,2,2_1,participant-1,FALSE,TRUE,5,604,FALSE,18,first_half,self-caught,low,96,116,20,Okay. So we're going to be doing group two. Group two.,14.8572073,0.333661884,12.61435318,13.12150764,14.1340456,1.519692421,481.3494263,526.7168579,166.825592,112.3770752,0.095154822,0.43359223,0.070990227,0.081326127,0.111296371,0.040306143,1.148301125,1.907618999,0.72791481,0.501381278,0.07084813,0.394355416,27.38759613,0.225012004,19.89709473,0.36255607,19.11305428,0.324547112,15.41302872,0.43011409,0.038436588,0.901215017,2.099719524,0.617032588,-3.590402126,-1.048418045,50.34222794,1.040471792,39.55962372,0.301783174,847.5501709,0.307884932,1508.002686,0.216706872,-178.2390137,-0.290462434,1919.460449,0.130498335,1279.093872,0.312245071,-179.2386627,-0.274779916,2992.674805,0.090339161,1172.914795,0.351219118,-179.7665253,-0.267200112,-28.59294891,-0.153214037,38.89247131,0.148606569,-0.060094159,-0.34146437,-0.000721642,-11.32849598,0.068136297,0.303134501,28.41640472,0.183549628,22.27334595,0.263744175,21.10279083,0.280329734,14.05091095,0.556548417,-26.51914787,37.03823471,-0.05844482,0.002052191,0.071477212,1.200600266,2.808425426,0.03732143,0.021000942,0.303636342,0.336934626,-41.25364304
2025-04-01T22:44:05.895Z,222,Surprised,FALSE,TRUE,2,2_1,participant-1,FALSE,TRUE,2,604,FALSE,61,first_half,probe-caught,low,212,232,20,Okay. Pardon me. I wonder if we should double check the yellow blocks weight before making any conclusions. It could be crucial to our findings.,14.83367634,0.294120163,12.78079605,13.31428051,13.97425938,1.193463326,98.83291626,109.5246811,133.7812042,147.3127594,0.121866718,0.71265924,0.07149329,0.088160537,0.151882976,0.080389686,1.889644742,2.60562706,1.191124201,0.787344456,0.077058271,0.369437814,29.08882904,0.285426438,21.36991119,0.450178355,20.69571495,0.515667319,14.52773476,0.762333989,0.04958526,1.386909723,1.729285598,0.566762328,-3.118143559,-1.137564898,62.9362793,0.927372336,43.02387619,0.195416152,821.3742676,0.314614445,1493.441162,0.18427439,-150.4338837,-0.478232443,1897.752808,0.12982215,1264.861206,0.252977848,-153.3070068,-0.439214826,3001.212402,0.088092044,1136.431152,0.225656852,-154.3606567,-0.426389754,-29.24704552,-0.209440485,39.16384888,0.199532852,-0.055459548,-0.409553528,-0.00115862,-9.17338562,0.070250303,0.320694834,30.3521862,0.210477158,24.56618881,0.301200151,21.31503105,0.425275505,15.91935158,0.683671057,-25.17469025,34.68973541,-0.050241962,4.50E-05,0.07988549,1.300650358,3.961885929,0.064556956,0.053835142,0.173815787,0.216338947,-39.7702446
2025-04-01T22:45:09.418Z,266,Optimistic,TRUE,FALSE,2,2_1,participant-1,FALSE,TRUE,2,604,FALSE,44,first_half,self-caught,low,256,276,20,Only the red block weight is given. 10 grams.,16.4830265,0.356813431,13.12737179,13.9397707,18.01864243,4.891270638,119.9565964,83.36213684,131.0966492,52.23750687,0.07893756,0.543970883,0.061702024,0.067246102,0.084613815,0.022911791,0.859998405,0.4729366,0.531131327,0.495006174,0.065614142,0.343369693,28.62774467,0.174270943,22.53113937,0.258675724,16.7863102,0.298767358,17.46386909,0.327179164,0.108066894,1.058176756,1.642187715,0.614244819,-1.839184403,-2.299312353,41.56146622,1.278793573,38.85869217,0.391454935,801.4835205,0.315351278,1470.868286,0.1350099,-182.668335,-0.264087647,1873.065186,0.119409703,1241.00061,0.177286819,-183.4245148,-0.250203013,2986.132813,0.082077175,1115.997314,0.244030654,-184.0193634,-0.240792319,-29.83239555,-0.136710092,40.83059692,0.118878774,-0.055427786,-0.306232452,-0.001583479,-6.486711025,0.065552428,0.27979812,32.32527161,0.167034894,23.76672745,0.233008623,19.0346508,0.422250211,18.01664352,0.383591235,-29.09160042,40.5629158,-0.061279636,0.002244411,0.065696247,0.650325179,1.956848979,0.045128208,0.043728285,0.482222199,0.465272367,-42.15176392
2025-04-01T22:45:35.075Z,287,Conflicted,TRUE,FALSE,2,2_1,participant-1,TRUE,FALSE,0,604,FALSE,21,first_half,self-caught,low,277,297,20,"10 grams. Oh, it's gone. These three almost equal. It's still low ground.",17.28129005,0.309244394,12.9092989,14.74497604,24.35316849,11.44386959,487.3872986,727.4370117,176.4762878,142.5311279,0.079627872,0.472364992,0.061112404,0.066441149,0.092370115,0.031257711,0.920829356,0.891445398,0.375875562,0.411433578,0.062072378,0.328828275,28.25320053,0.204903185,23.18491364,0.271878093,16.16883087,0.365107298,15.52845192,0.374996215,0.110158294,1.215745807,1.450201869,0.54857415,-0.984480381,-4.151913166,39.29175186,1.133489966,39.14480591,0.272538185,720.2021484,0.324477613,1479.45874,0.101282746,-186.058075,-0.237739712,1834.43396,0.121034719,1237.661499,0.177594349,-187.0149384,-0.220353052,2928.071777,0.088780299,1146.120239,0.261696875,-187.4258881,-0.213505507,-28.77817535,-0.141673639,38.44375229,0.144169837,-0.046713118,-0.370480299,-0.002571305,-3.664889812,0.058488782,0.319803476,31.67652893,0.174116626,24.52519608,0.284045696,19.52715111,0.43704617,15.75790024,0.416910946,-28.31811142,39.76414871,-0.057638247,0.001453953,0.062476762,0.950475276,1.705115438,0.039999999,0.030869743,0.525882304,0.540920258,-42.69730759
2025-04-01T22:46:43.367Z,348,Optimistic,FALSE,TRUE,2,2_1,participant-1,TRUE,FALSE,0,604,FALSE,61,second_half,probe-caught,low,338,358,20,So that's a 20. That's a 30. That's a 30 and this is a 30. So what should be the green one?,15.47448349,0.317056626,12.65108299,13.20852566,15.61667252,2.965589523,106.3356171,110.5554352,53.27770615,72.92015076,0.099011041,0.830219626,0.064565584,0.071225293,0.110735543,0.046169959,4.014487267,6.642323017,3.345062256,4.639415264,0.080630682,0.986094654,28.48213768,0.203509256,21.06619835,0.51261735,17.49631119,0.352642775,17.47159004,0.348586798,0.072029583,1.535233736,1.762630701,0.657387197,-2.772110224,-1.649470806,38.30569839,1.212465405,41.3223381,0.202608317,793.3602905,0.304394484,1500.988525,0.18516326,-174.9555969,-0.315085083,1869.842773,0.126124039,1256.55603,0.200530395,-176.3911896,-0.294513106,2951.974609,0.084095038,1138.437012,0.263101041,-177.2067566,-0.283268481,-28.37269783,-0.187616095,39.70823288,0.157443941,-0.056760222,-0.30123207,-0.000981414,-12.02937508,0.066861831,0.654607415,30.70707512,0.18991366,22.66693306,0.33067888,17.5323143,0.436161041,16.65516663,0.445134699,-27.85404587,38.74298096,-0.061006423,0.001239777,0.083094083,0.650325179,3.009027243,0.040333331,0.030657606,0.285438597,0.291722476,-38.04052734
2025-04-01T22:47:42.068Z,401,Confused,TRUE,FALSE,2,2_1,participant-1,FALSE,TRUE,0,604,FALSE,53,second_half,self-caught,low,391,411,20,"Yeah, we can clear it out. Clear it out also. That looks more than 50. No, it looks like 50. This is way lighter compared to that.",16.31969261,0.400037467,12.79439735,13.5305891,16.88220596,4.087808609,229.7121429,220.5933838,208.5550537,118.3998337,0.088837177,0.46206519,0.063557357,0.072253682,0.108826324,0.045268968,0.932009101,0.998847008,0.617922664,0.627160907,0.065579489,0.313646436,30.08342552,0.184984103,22.30279732,0.321150422,16.38790321,0.428278565,15.03248024,0.460404396,0.097568192,1.221677184,1.881747484,0.632847965,-2.063619852,-2.132437468,51.08253479,1.076817989,41.01740646,0.287908792,771.1528931,0.337678373,1512.370239,0.130234212,-179.5519257,-0.288657725,1847.749878,0.134545684,1320.610352,0.267215014,-180.6702118,-0.267936498,2969.915771,0.088159382,1153.507202,0.213495567,-181.2648163,-0.259318858,-29.29268646,-0.155939147,40.91220856,0.133719549,-0.047720991,-0.440167189,-0.003276594,-3.086018562,0.065939777,0.334134758,33.43503189,0.171113878,24.21318245,0.284428596,17.69084549,0.482683986,14.29836464,0.573648572,-28.13614082,39.38779068,-0.054645892,-0.001013751,0.065615699,1.200600266,2.256770372,0.045999996,0.03900997,0.393720925,0.391413748,-41.63500214
2025-04-01T22:48:49.402Z,462,Confused,FALSE,TRUE,2,2_1,participant-1,FALSE,TRUE,0,604,FALSE,61,second_half,probe-caught,low,452,472,20,"This is a 20. This is a 10. This should be either 40 or 50. It was balancing before, no? Like this. That's a 20.",14.93732738,0.291312784,12.6172533,13.12146759,14.16065216,1.543398857,156.2411652,290.4599304,141.6354675,290.0917053,0.106250279,1.061728239,0.067076065,0.079824559,0.120330304,0.053254239,2.35666132,3.103093147,1.678825974,1.681750655,0.074069411,0.79568249,29.28722572,0.227929354,22.79942703,0.405218035,19.31253052,0.395325243,17.26014328,0.417865753,0.056442652,1.433735609,1.639970899,0.636129975,-2.622092485,-1.284202695,66.20574951,0.901418746,44.42551422,0.127474412,824.9622192,0.302947253,1485.733521,0.166279927,-145.1178436,-0.498493612,1904.627197,0.120247193,1228.926025,0.207493469,-147.8938293,-0.462572426,2999.207764,0.084370293,1166.412476,0.285788506,-149.3882446,-0.445191175,-29.43718147,-0.16108492,39.38844299,0.169294924,-0.056995645,-0.303186446,-0.001332709,-7.257450581,0.067646705,0.317298651,30.19342422,0.211470068,25.3035183,0.247678086,20.39291573,0.359122008,17.77485466,0.407518536,-27.61931801,37.60021973,-0.059489053,-0.000924169,0.077317238,0.300150067,4.914744377,0.05642857,0.044475395,0.135824174,0.118405767,-39.18721771
2025-04-01T22:49:15.707Z,477,Optimistic,TRUE,FALSE,2,2_1,participant-1,FALSE,TRUE,0,604,FALSE,15,second_half,self-caught,low,467,487,20,"It was balancing before, no? Like this. That's a 20.",13.50876904,0.149873137,12.59106827,13.10324955,13.85102749,1.259959221,54.61475754,80.48651123,79.50226593,118.1511536,0.079942368,0.464902252,0.062603019,0.067990974,0.089419372,0.026816353,0.792869389,0.851419985,0.503566921,0.47595033,0.064926915,0.322804928,28.50461578,0.196937755,23.44886398,0.267204612,18.38067055,0.291091323,17.63353729,0.309471756,0.043814931,0.767242253,1.854417086,0.631601036,-3.807830811,-0.728420138,59.68758392,1.010255694,43.78912354,0.184822157,879.1372681,0.252785861,1473.197144,0.144317135,-168.5514526,-0.355732441,1941.099609,0.107682511,1250.202271,0.196554795,-170.127121,-0.335116059,3034.834717,0.071727969,1171.776367,0.287447721,-171.068222,-0.323226422,-29.55373001,-0.156169385,39.85150528,0.178317562,-0.058132913,-0.271493912,0.000608981,13.92325592,0.063303247,0.318645418,29.15829659,0.202421755,25.46115875,0.21411936,18.99436188,0.35542655,17.68386841,0.382385582,-29.16805077,39.80938721,-0.062123202,0.001049083,0.065464579,0.800400198,3.363453865,0.047014922,0.035702534,0.243968248,0.281162798,-42.14479065
2025-04-01T22:49:15.707Z,477,Surprised,TRUE,FALSE,2,2_1,participant-1,FALSE,TRUE,0,604,FALSE,0,second_half,self-caught,low,467,487,20,"It was balancing before, no? Like this. That's a 20.",13.50876904,0.149873137,12.59106827,13.10324955,13.85102749,1.259959221,54.61475754,80.48651123,79.50226593,118.1511536,0.079942368,0.464902252,0.062603019,0.067990974,0.089419372,0.026816353,0.792869389,0.851419985,0.503566921,0.47595033,0.064926915,0.322804928,28.50461578,0.196937755,23.44886398,0.267204612,18.38067055,0.291091323,17.63353729,0.309471756,0.043814931,0.767242253,1.854417086,0.631601036,-3.807830811,-0.728420138,59.68758392,1.010255694,43.78912354,0.184822157,879.1372681,0.252785861,1473.197144,0.144317135,-168.5514526,-0.355732441,1941.099609,0.107682511,1250.202271,0.196554795,-170.127121,-0.335116059,3034.834717,0.071727969,1171.776367,0.287447721,-171.068222,-0.323226422,-29.55373001,-0.156169385,39.85150528,0.178317562,-0.058132913,-0.271493912,0.000608981,13.92325592,0.063303247,0.318645418,29.15829659,0.202421755,25.46115875,0.21411936,18.99436188,0.35542655,17.68386841,0.382385582,-29.16805077,39.80938721,-0.062123202,0.001049083,0.065464579,0.800400198,3.363453865,0.047014922,0.035702534,0.243968248,0.281162798,-42.14479065
