timestamp,videoTime,participantID,participant,groupID,label1,label2,label3,startTime,endTime,windowLength,transcript,self-caught,probe-caught,onset,ongoing,duration,videoEndTime,Other,TimeDifference,phase_type,caught_type,performance_type,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
2025-04-01T22:40:18.683Z,48.0,2_1,participant-1,2,Curious,,,43.0,53.0,10.0,"Hello and thank you for your participation in this study. Today you will be completing the weights task with help of Joe, your assistant agent. Joe will intervene as needed. For this task you will determine the weights of the blocks in front of you.",True,False,False,True,2.0,604.0,False,4.0,first_half,self-caught,low,32.686771392822266,0.2541247904300689,34.357086181640625,36.2894401550293,37.11260986328125,2.755523681640625,985.010498046875,796.492919921875,184.9711151123047,181.7676696777344,0.1500086039304733,0.5376191139221191,0.0811313614249229,0.1313048005104065,0.2013920843601226,0.1202607229351997,1.2844526767730713,0.7291884422302246,0.8457517623901367,0.4356578588485718,0.0742778927087783,0.3244559466838836,30.87476921081543,0.2929293811321258,18.038522720336918,0.7242137789726257,19.1492862701416,0.7637718319892883,3.554720401763916,4.714456081390381,0.0147657645866274,0.9081578850746156,1.1316606998443604,0.5077670812606812,4.936392307281494,0.7464112639427185,15.64803409576416,1.8421862125396729,31.52772521972656,0.341482400894165,533.2236328125,0.3023420870304107,1284.4423828125,0.1540332734584808,-163.81375122070312,-0.4447968304157257,1624.9805908203125,0.1082707792520523,1031.23291015625,0.3232877254486084,-166.39549255371094,-0.3997228145599365,2750.98876953125,0.0893980860710144,867.0436401367188,0.3746449649333954,-167.7362823486328,-0.3800273537635803,-19.52474021911621,-0.3862183392047882,28.483793258666992,0.2949100434780121,0.0028410190716385,6.758490085601807,-0.0181376971304416,-0.7489299774169922,0.0824040472507476,0.3189105987548828,37.175559997558594,0.1723122745752334,8.307543754577637,1.8536176681518557,15.519963264465332,1.0063846111297607,-5.150484085083008,-3.9224231243133545,-23.876501083374023,32.68414688110352,-0.0293925534933805,-0.0092968428507447,0.0724924653768539,3.2032032012939453,2.3138833045959477,0.0734782591462135,0.0665032640099525,0.3378260731697082,0.3368906080722809,-39.43653106689453
2025-04-01T22:40:39.515Z,60.0,2_3,participant-3,2,Curious,,,55.0,65.0,10.0,"For this task you will determine the weights of the blocks in front of you. All of the block weights are in intervals of 10, so you don't need to use the slider on the scale at all. Please submit your answers on the tablet.",False,True,True,False,0.0,604.0,False,0.0,first_half,probe-caught,low,31.190824508666992,0.2461171895265579,31.99451065063477,33.155609130859375,36.63353729248047,4.639026641845703,147.65252685546875,77.30851745605469,359.88629150390625,678.12255859375,0.16044382750988,0.5241734385490417,0.0787766426801681,0.1444375067949295,0.2332828640937805,0.1545062214136123,1.812844395637512,1.1288267374038696,1.102189064025879,0.6126519441604614,0.0770758315920829,0.3295831680297851,34.01739883422852,0.2908169031143188,17.378965377807617,0.7843030095100403,12.97278881072998,1.2629632949829102,2.6542863845825195,6.252968788146973,0.0273018442094326,2.19071364402771,1.319117307662964,0.484854906797409,4.110445022583008,0.8477573990821838,5.5358171463012695,2.982108354568481,28.751127243041992,0.3790391385555267,544.7351684570312,0.3181566298007965,1355.4705810546875,0.1464237421751022,-143.5040283203125,-0.5745105147361755,1623.7230224609375,0.1523412615060806,1070.6790771484375,0.265658438205719,-146.01651000976562,-0.5233578681945801,2719.62109375,0.0938914716243743,965.3309326171876,0.4000093638896942,-148.65585327148438,-0.4885562360286712,-19.60906410217285,-0.3568509817123413,30.43572998046875,0.2643807530403137,-0.0164175033569335,-1.3556703329086304,-0.0231217518448829,-0.6189254522323608,0.0877173542976379,0.3064140975475311,39.90044403076172,0.1806059926748275,10.328052520751951,1.332165002822876,11.54263973236084,1.78582501411438,-5.981738567352295,-3.0087268352508545,-24.285924911499023,35.480228424072266,-0.0340721160173416,-0.0087001211941242,0.0724415630102157,2.9029030799865723,3.5211269855499268,0.0780000016093254,0.0564573146402835,0.1911764740943908,0.1496223658323288,-38.657135009765625
2025-04-01T22:41:10.371Z,47.0,2_2,participant-2,2,Optimistic,,,42.0,52.0,10.0,"Hello and thank you for your participation in this study. Today you will be completing the weights task with help of Joe, your assistant agent. Joe will intervene as needed.",True,False,False,True,15.0,604.0,False,0.0,first_half,self-caught,low,32.31949996948242,0.2708081603050232,34.304786682128906,36.19422912597656,36.8553581237793,2.55057144165039,721.6517944335938,764.19970703125,167.98931884765625,191.52810668945312,0.1462538093328476,0.5529956221580505,0.0753844678401947,0.128000408411026,0.1974136531352996,0.1220291852951049,1.4214606285095217,0.8326537013053894,0.7727569341659546,0.4089377820491791,0.0737011507153511,0.3273006677627563,30.660375595092773,0.2951043546199798,17.652769088745117,0.7153701782226562,18.14878463745117,0.8212319016456604,3.979260921478272,4.252313613891602,0.014595715329051,0.9703094363212584,1.105942964553833,0.5361659526824951,4.874734401702881,0.817935049533844,16.860139846801758,1.7794246673583984,31.74347877502441,0.3505617678165436,542.4620361328125,0.3268831372261047,1296.462158203125,0.157657653093338,-168.522216796875,-0.411067247390747,1632.2884521484375,0.1158165857195854,1039.5089111328125,0.3254131376743316,-170.36952209472656,-0.3746266663074493,2757.36279296875,0.094859130680561,900.9362182617188,0.3493585586547851,-171.68365478515625,-0.3550472855567932,-19.472923278808597,-0.378071516752243,28.88608932495117,0.2951472699642181,0.0024569819215685,9.251614570617676,-0.0180673375725746,-0.7759542465209961,0.0819697529077529,0.3388757407665252,36.96376419067383,0.1841461807489395,8.098631858825684,1.7781883478164673,15.305045127868652,1.0322285890579224,-5.428391933441162,-3.947782516479492,-23.87300491333008,33.26409912109375,-0.0322658605873584,-0.007928873412311,0.0720311552286148,3.2032032012939453,2.0120725631713867,0.0744999945163726,0.0702477693557739,0.4015000164508819,0.3463130593299866,-39.58985900878906
2025-04-01T22:41:56.515Z,121.0,2_3,participant-3,2,Optimistic,,,116.0,126.0,10.0,Group two.,False,True,False,True,30.0,604.0,False,61.0,first_half,probe-caught,low,14.274832725524902,0.2569376230239868,12.701275825500488,13.196322441101074,13.901300430297852,1.2000246047973633,190.2451019287109,396.7522888183594,48.09261322021485,39.37124252319336,0.0911065340042114,0.5208634734153748,0.0684436112642288,0.0754065662622451,0.0956491529941558,0.027205541729927,0.9369581341743468,0.8153746724128723,0.6244909167289734,0.6162492036819458,0.0731595978140831,0.3396686911582947,28.73127174377441,0.1405013352632522,17.443849563598633,0.5068464279174805,17.853273391723633,0.356084406375885,19.98531150817871,0.3226311802864074,0.0559113509953022,0.9683145880699158,2.140568494796753,0.560265839099884,-3.775151014328003,-0.9494845271110536,56.631256103515625,1.0204861164093018,40.73377990722656,0.1599538624286651,899.5743408203125,0.2393769919872284,1452.242431640625,0.2382171899080276,-166.44850158691406,-0.3697361946105957,1954.059814453125,0.111016184091568,1190.5565185546875,0.183452308177948,-167.85311889648438,-0.3509155809879303,3063.653564453125,0.0832199454307556,1112.3341064453125,0.2153855115175247,-168.88229370117188,-0.3377220034599304,-26.28680229187012,-0.2317115217447281,37.40773010253906,0.177622765302658,-0.0591124221682548,-0.3291075229644775,0.0049417279660701,2.0363857746124268,0.0755119919776916,0.4647761881351471,29.960124969482425,0.1404444724321365,16.24217414855957,0.6067619919776917,18.768348693847656,0.3611038029193878,20.17218971252441,0.3587193787097931,-27.255142211914062,38.53180313110352,-0.0651471465826034,0.0047767651267349,0.0730104595422744,1.401401400566101,3.6290321350097656,0.045833334326744,0.0256444718688726,0.214857131242752,0.2238924503326416,-41.020263671875
2025-04-01T22:42:34.742Z,108.0,2_2,participant-2,2,Curious,,,103.0,113.0,10.0,Okay.,False,True,True,False,0.0,604.0,False,61.0,first_half,probe-caught,low,13.036672592163086,0.04316121712327,12.55227756500244,12.946293830871582,13.51597785949707,0.9637002944946288,42.87808227539063,29.91116142272949,43.14052963256836,34.600440979003906,0.0902486220002174,0.3907122910022735,0.0710940957069397,0.0793846845626831,0.098899632692337,0.0278055369853973,1.2987751960754397,2.325293064117432,0.7007951140403748,0.5409934520721436,0.0703581795096397,0.4170156419277191,25.9904727935791,0.1864121854305267,19.27608871459961,0.3415323495864868,20.057632446289062,0.2640522718429565,16.570682525634766,0.341440886259079,0.0424047075212001,0.7870340943336487,2.3581783771514893,0.500740647315979,-4.7897257804870605,-0.525895357131958,57.32936477661133,0.9406206607818604,39.58514022827149,0.2779992222785949,918.095703125,0.2457558810710907,1503.709716796875,0.2289512753486633,-176.83924865722656,-0.2966855466365814,1980.8480224609373,0.1162587329745292,1210.4732666015625,0.1926173716783523,-177.48397827148438,-0.2858906686306,3045.511474609375,0.0835038721561431,1204.829345703125,0.3630211055278778,-177.94827270507812,-0.2795698940753937,-28.20127487182617,-0.1357829719781875,38.5539665222168,0.1308264732360839,-0.0660769492387771,-0.1955781877040863,0.0024641104973852,2.2180368900299072,0.0647538527846336,0.3289479613304138,26.05084228515625,0.1186555549502372,20.95516967773437,0.2101557254791259,21.2458438873291,0.2330678850412368,16.420869827270508,0.3129021227359772,-26.68597221374512,37.029422760009766,-0.0636694580316543,0.0031453210394829,0.0715235993266105,1.5015015602111816,3.01810884475708,0.037666667252779,0.0217076539993286,0.2729999721050262,0.3206571042537689,-41.35344696044922
2025-04-01T22:43:57.489Z,169.0,2_2,participant-2,2,Disengaged,,,164.0,174.0,10.0,"Okay. Okay, you can continue. Sorry. Stupid cat.",False,True,True,False,0.0,604.0,False,61.0,first_half,probe-caught,low,26.52190971374512,0.4068906605243683,13.739755630493164,33.77590560913086,36.5614013671875,22.821645736694336,101.91262817382812,0.0,36.46956634521485,22.44102096557617,0.1414399743080139,0.7799949645996094,0.0783737450838089,0.1033708751201629,0.1838829070329666,0.1055091619491577,2.847863912582397,3.1902856826782227,2.112790822982788,1.7316075563430786,0.0829451829195022,0.6178914904594421,24.810039520263672,0.3545448184013366,14.241412162780762,0.7685548663139343,18.791847229003903,0.506297767162323,11.980199813842772,0.7496196627616882,0.0336963459849357,0.6624118089675903,1.6948455572128296,0.4542012512683868,3.054844617843628,1.589361548423767,15.224953651428224,1.1564537286758425,30.107120513916016,0.3184548020362854,707.6006469726562,0.3977964222431183,1477.133056640625,0.1332746595144271,-193.4569396972656,-0.163021370768547,1866.8900146484373,0.1664414554834365,1068.44677734375,0.3412944972515106,-192.94418334960935,-0.1630678176879882,2891.1142578125,0.123752050101757,968.2860717773438,0.3378919959068298,-192.9117584228516,-0.1639814674854278,-24.03386878967285,-0.1698986738920211,30.776567459106445,0.216700941324234,-0.0288054291158914,-1.188274383544922,-0.0094174053519964,-1.3407119512557983,0.0900829881429672,0.4241480529308319,30.792068481445312,0.1953871995210647,16.622844696044922,0.3723322451114654,26.342334747314453,0.2920949459075928,6.6531662940979,1.7655960321426392,-21.769495010375977,31.83616065979004,-0.0483760647475719,0.001657114829868,0.0827450081706047,1.2012012004852295,1.0070494413375854,0.0399999991059303,0.0293257571756839,0.8472726941108704,0.9465448260307312,-39.36513519287109
2025-04-01T22:44:05.895Z,222.0,2_1,participant-1,2,Surprised,,,217.0,227.0,10.0,Okay. Pardon me. I wonder if we should double check the yellow blocks weight before making any conclusions.,False,True,False,True,2.0,604.0,False,61.0,first_half,probe-caught,low,14.075963973999023,0.2540239691734314,12.69993782043457,13.23476505279541,13.70295524597168,1.0030174255371094,14.11192798614502,13.006640434265137,23.880443572998047,17.261423110961914,0.1146255284547805,0.8466286063194275,0.0682368054986,0.0788695886731147,0.1263212710618972,0.0580844655632972,2.1304819583892822,3.858959913253784,1.276668667793274,0.8156467080116272,0.0768447816371917,0.4207848310470581,29.092084884643555,0.2443062663078308,21.40789604187012,0.455881655216217,18.992752075195312,0.4805924892425537,16.616106033325195,0.6249352097511292,0.0436214245855808,1.3214070796966553,1.6676719188690186,0.5848501324653625,-3.4637162685394287,-0.9303038716316224,68.36705780029297,0.8920931816101074,44.38273239135742,0.1643441617488861,861.8563842773438,0.2863914370536804,1489.211181640625,0.174307569861412,-140.7406463623047,-0.5388748645782471,1940.4632568359373,0.1194546297192573,1280.74365234375,0.2639302909374237,-143.95040893554688,-0.4942365288734436,3052.038330078125,0.0797758772969245,1185.3406982421875,0.2212870121002197,-145.5973358154297,-0.4743151366710663,-29.500991821289062,-0.1992683857679367,40.310821533203125,0.1662070602178573,-0.0572187043726444,-0.3738413453102112,-0.0013759270077571,-7.722925662994385,0.0689522698521614,0.3351395428180694,30.33157157897949,0.2062802612781524,24.3238525390625,0.3059945702552795,19.25914001464844,0.471975028514862,16.257553100585938,0.711685061454773,-26.48634147644043,36.78406524658203,-0.0588693767786026,0.0022671800106763,0.0812648981809616,1.001001000404358,4.426559448242188,0.0686363652348518,0.0563911236822605,0.139767438173294,0.2064707726240158,-39.729793548583984
2025-04-01T22:45:18.697Z,230.0,2_2,participant-2,2,Confused,,,225.0,235.0,10.0,I wonder if we should double check the yellow blocks weight before making any conclusions. It could be crucial to our findings.,False,True,True,False,0.0,604.0,False,61.0,first_half,probe-caught,low,15.016569137573242,0.3213120698928833,12.646690368652344,13.146638870239258,13.928664207458496,1.2819738388061523,110.04437255859376,116.94158935546876,68.6342544555664,65.09937286376953,0.1453858166933059,0.5991358757019043,0.0687494724988937,0.1203891262412071,0.2112127989530563,0.1424633264541626,1.681504249572754,0.7703839540481567,1.229175329208374,0.8320233225822449,0.081926092505455,0.3542728424072265,27.94478988647461,0.387007862329483,17.198036193847656,0.65113765001297,22.25422477722168,0.5884681344032288,13.64922332763672,0.9845856428146362,0.033705823123455,0.7621962428092957,1.821738719940185,0.6655455231666565,-2.9693329334259038,-1.155575156211853,49.44267272949219,1.0382050275802612,39.982177734375,0.2542773783206939,859.9042358398438,0.3005996346473694,1509.642578125,0.2684256732463836,-168.55636596679688,-0.3607721626758575,1908.2354736328125,0.1359062790870666,1232.3402099609375,0.2890522181987762,-170.1441650390625,-0.3385293483734131,2959.969970703125,0.0960167944431305,1071.702880859375,0.2336517870426178,-170.40573120117188,-0.3351916670799255,-27.80646324157715,-0.2377977520227432,36.46121597290039,0.2624530494213104,-0.054987359791994,-0.4691962897777557,0.0017087408341467,6.653505802154541,0.0711640864610672,0.3247482478618622,28.36545181274414,0.2535775899887085,23.18575096130371,0.2884734570980072,25.394723892211918,0.3648119270801544,15.973124504089355,0.6508336663246155,-21.28820037841797,30.70969009399414,-0.0420096777379512,0.0038534353952854,0.0847153514623642,2.702702760696411,3.219316005706787,0.0487499982118606,0.0294480454176664,0.2742857038974762,0.3250870704650879,-39.432891845703125
2025-04-01T22:45:35.075Z,287.0,2_1,participant-1,2,Conflicted,,,282.0,292.0,10.0,"Oh, it's gone.",True,False,True,False,0.0,604.0,False,21.0,first_half,self-caught,low,15.660239219665527,0.3112703561782837,12.670085906982422,14.12486457824707,15.82167148590088,3.151585578918457,899.270263671875,1008.703125,184.66180419921875,125.29000854492188,0.0854379013180732,0.5180559754371643,0.0631272047758102,0.0707660913467407,0.1003145724534988,0.0371873676776886,1.0522979497909546,0.9417372345924376,0.5340063571929932,0.432218074798584,0.0624290481209754,0.325866162776947,28.331260681152344,0.2196408212184906,22.49847221374512,0.3245700299739837,15.566822052001951,0.4019076228141784,14.904132843017578,0.4205906391143799,0.1577636152505874,0.8038491606712341,1.5015171766281128,0.5210327506065369,-2.6431632041931152,-1.7108553647994995,46.019622802734375,1.1411476135253906,39.65638732910156,0.150111585855484,705.3663940429688,0.3044423162937164,1453.549072265625,0.0919343680143356,-188.9489898681641,-0.2137125879526138,1814.832275390625,0.1172631233930587,1210.4393310546875,0.1609828770160675,-189.6906280517578,-0.1979100853204727,2924.90576171875,0.0725770145654678,1118.94189453125,0.2945080101490021,-190.11077880859372,-0.1901086121797561,-29.396303176879883,-0.1142743974924087,39.10093688964844,0.1219035387039184,-0.043307602405548,-0.379581481218338,-0.0058298087678849,-1.770740985870361,0.0530503094196319,0.2865448594093323,31.631492614746094,0.1494465768337249,25.107797622680664,0.2427707612514495,17.700132369995117,0.3642887473106384,13.872363090515137,0.423555850982666,-27.446697235107425,38.73402404785156,-0.0553800761699676,0.0006042586173862,0.0631247758865356,1.2012012004852295,1.408450722694397,0.0385714285075664,0.0358283855020999,0.6073333024978638,0.5529613494873047,-42.62862396240234
2025-04-01T22:45:52.197Z,304.0,2_3,participant-3,2,Optimistic,,,299.0,309.0,10.0,It's still low ground.,False,True,False,False,0.0,604.0,False,61.0,second_half,probe-caught,low,16.418018341064453,0.2811683714389801,13.38813304901123,14.604434967041016,21.792104721069336,8.403971672058105,138.40196228027344,123.41210174560548,49.984561920166016,34.52842712402344,0.097154676914215,0.9239256978034972,0.063151866197586,0.0702428817749023,0.0969512164592742,0.0337993502616882,2.583609104156494,2.970144271850586,3.398747682571411,3.732781648635864,0.0653081759810447,0.4038594961166382,27.397762298583984,0.2424965649843216,21.629318237304688,0.326415091753006,16.02281379699707,0.4147617816925049,16.2956485748291,0.3945620954036712,0.0429214052855968,1.7170332670211792,1.4570043087005615,0.6624912023544312,-1.580236792564392,-2.4102253913879395,26.14369010925293,1.7488529682159424,35.14572525024414,0.6586818099021912,777.6210327148438,0.3553048372268677,1455.4808349609375,0.1541090011596679,-172.2606201171875,-0.3435977399349212,1870.2520751953125,0.1455356776714325,1204.4935302734375,0.2083328813314438,-174.03280639648438,-0.3154422044754028,2958.5078125,0.1032911241054534,1134.3997802734375,0.2795895934104919,-174.71568298339844,-0.3067175149917602,-27.68375396728516,-0.2024943083524704,38.67790985107422,0.1986563801765442,-0.0548982396721839,-0.3686356842517853,-0.0019491544226184,-7.165985584259033,0.0626625642180442,0.2834156155586242,30.599985122680664,0.2685128152370453,23.05296516418457,0.3293582201004028,18.0269775390625,0.4123492538928985,16.489585876464844,0.4975494742393493,-27.304874420166016,38.145633697509766,-0.0579343251883983,0.0012179984478279,0.0659888759255409,0.6006006002426147,2.724520683288574,0.0511111095547676,0.043404497206211,0.3308333158493042,0.3532223105430603,-41.58025360107422
